,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
257,25.0,90000.0,RENT,9.0,MEDICAL,B,25000.0,10.99,0.28,N,4.0,0
258,21.0,15000.0,OWN,0.0,HOMEIMPROVEMENT,A,6200.0,7.9,0.41000000000000003,N,2.0,1
259,26.0,180000.0,OWN,2.0,PERSONAL,B,25000.0,10.99,0.14,N,4.0,0
260,24.0,180000.0,OWN,8.0,EDUCATION,B,21000.0,11.48,0.12,N,3.0,0
261,25.0,180000.0,OWN,9.0,MEDICAL,C,20000.0,14.26,0.11,Y,4.0,0
262,26.0,180000.0,OWN,0.0,HOMEIMPROVEMENT,A,10000.0,8.0,0.06000000000000001,N,4.0,0
263,25.0,180000.0,MORTGAGE,3.0,VENTURE,B,9950.0,11.26,0.06000000000000001,N,2.0,0
264,23.0,15000.0,OWN,7.0,MEDICAL,B,4475.0,10.583333333333334,0.3,N,4.0,1
265,23.0,78000.0,RENT,2.0,VENTURE,D,25000.0,16.32,0.32,Y,3.0,1
266,25.0,66300.0,RENT,3.0,MEDICAL,E,25000.0,17.93,0.32,Y,4.0,1
267,23.0,90000.0,RENT,0.0,DEBTCONSOLIDATION,B,25000.0,11.36,0.28,N,3.0,0
268,24.0,79000.0,RENT,9.0,DEBTCONSOLIDATION,D,25000.0,14.96,0.32,Y,4.0,1
269,24.0,91800.0,RENT,4.0,PERSONAL,C,25000.0,13.43,0.27,Y,3.0,0
270,25.0,92000.0,RENT,6.0,HOMEIMPROVEMENT,B,25000.0,12.69,0.27,N,3.0,0
271,24.0,92000.0,RENT,1.0,VENTURE,C,25000.0,12.73,0.27,Y,4.0,0
272,23.0,93600.0,RENT,3.0,VENTURE,D,25000.0,15.21,0.27,N,4.0,0
273,23.0,15000.0,MORTGAGE,1.0,MEDICAL,C,1750.000000000001,12.68,0.12,Y,3.0,0
274,23.0,70550.0,RENT,3.0,MEDICAL,F,25000.0,19.04,0.3,Y,4.0,1
275,25.0,83800.0,RENT,2.0,DEBTCONSOLIDATION,D,25000.0,15.95,0.3,Y,3.0,1
276,26.0,175000.0,MORTGAGE,3.0,VENTURE,A,2600.0,8.9,0.010000000000000009,N,4.0,0
277,25.0,175000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000.0,7.9,0.05,N,2.0,0
278,22.0,175000.0,MORTGAGE,6.0,EDUCATION,B,18000.0,10.933333333333334,0.1,N,2.0,0
279,23.0,175000.0,MORTGAGE,8.0,PERSONAL,B,21000.0,11.99,0.12,N,3.0,0
280,23.0,15000.0,OWN,4.0,DEBTCONSOLIDATION,C,4000.0,13.98,0.27,N,4.0,1
281,23.0,15000.0,OWN,4.0,VENTURE,B,4600.0,10.99,0.31,N,2.0,1
282,22.0,88000.0,RENT,6.0,DEBTCONSOLIDATION,D,25000.0,15.58,0.28,Y,2.0,1
283,25.0,74800.0,RENT,2.0,MEDICAL,B,25000.0,10.99,0.28,N,2.0,1
284,25.0,88000.0,RENT,0.0,VENTURE,D,25000.0,14.96,0.28,N,4.0,1
285,25.0,15000.0,OWN,2.0,HOMEIMPROVEMENT,D,1750.000000000001,15.31,0.12,Y,4.0,0
286,26.0,88000.0,RENT,2.0,VENTURE,D,25000.0,15.65,0.28,N,3.0,1
287,25.0,100000.0,RENT,1.0,VENTURE,B,25000.0,9.33,0.25,N,4.0,0
288,23.0,15000.0,MORTGAGE,0.0,PERSONAL,C,3600.0,13.47,0.24,N,4.0,1
289,24.0,102400.0,RENT,8.0,PERSONAL,B,25000.0,10.36,0.24,N,3.0,0
290,24.0,92000.0,RENT,1.0,HOMEIMPROVEMENT,E,25000.0,16.77,0.27,Y,4.0,1
291,23.0,93000.0,RENT,0.0,DEBTCONSOLIDATION,D,25000.0,14.59,0.27,Y,2.0,1
292,22.0,175000.0,RENT,6.0,VENTURE,C,3500.0,11.91,0.01999999999999999,Y,2.0,0
293,23.0,175000.0,MORTGAGE,3.0,EDUCATION,A,7200.0,8.38,0.04000000000000001,N,3.0,0
294,25.0,174708.0,RENT,9.0,VENTURE,B,9000.0,10.59,0.05,N,3.0,0
295,25.0,174000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800.0,14.27,0.05,N,3.0,0
296,26.0,174000.0,RENT,8.0,DEBTCONSOLIDATION,B,12000.0,12.53,0.07,N,4.0,0
297,25.0,162000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000.0,16.0,0.15,Y,3.0,1
298,26.0,173467.0,MORTGAGE,10.0,VENTURE,B,10000.0,11.71,0.06000000000000001,N,4.0,0
299,21.0,15000.0,OWN,0.0,HOMEIMPROVEMENT,C,3175.0,11.54,0.21,Y,3.0,1
300,25.0,96000.0,RENT,2.0,HOMEIMPROVEMENT,E,25000.0,15.68,0.26,Y,4.0,1
301,21.0,15120.0,MORTGAGE,0.0,EDUCATION,B,1500.0,10.59,0.1,N,2.0,0
302,24.0,97908.0,RENT,8.0,HOMEIMPROVEMENT,D,25000.0,12.61,0.26,Y,2.0,1
303,26.0,110000.0,RENT,3.0,PERSONAL,C,25000.0,13.303333333333333,0.23,Y,2.0,0
304,23.0,15204.0,MORTGAGE,7.0,PERSONAL,A,2799.999999999999,8.49,0.18,N,3.0,1
305,25.0,159600.0,RENT,0.0,PERSONAL,D,30000.0,17.27,0.19,Y,4.0,1
306,24.0,171500.0,RENT,6.0,DEBTCONSOLIDATION,A,18000.0,8.9,0.1,N,4.0,0
307,25.0,170004.0,MORTGAGE,3.0,MEDICAL,B,10000.0,11.11,0.06000000000000001,N,4.0,0
308,24.0,158004.0,RENT,0.0,HOMEIMPROVEMENT,D,25000.0,14.59,0.16,Y,2.0,1
309,26.0,170000.0,RENT,0.0,VENTURE,B,13000.0,12.42,0.08,N,3.0,0
310,24.0,83300.0,RENT,0.0,MEDICAL,D,25000.0,15.149999999999999,0.26,N,2.0,1
311,24.0,110000.0,RENT,7.0,HOMEIMPROVEMENT,D,25000.0,15.7,0.23,Y,2.0,0
312,22.0,15360.0,OWN,7.0,HOMEIMPROVEMENT,B,2500.0,12.53,0.16,N,3.0,1
313,25.0,134300.0,RENT,3.0,MEDICAL,D,5000.0,16.49,0.03,N,2.0,1
314,25.0,170000.0,MORTGAGE,2.0,EDUCATION,A,20000.0,7.49,0.12,N,2.0,0
315,22.0,100580.0,RENT,6.0,DEBTCONSOLIDATION,D,25000.0,14.96,0.25,Y,2.0,1
316,25.0,113000.0,RENT,7.0,MEDICAL,C,25000.0,12.73,0.22,Y,4.0,0
317,24.0,120000.0,RENT,8.0,EDUCATION,B,25000.0,10.65,0.21,N,4.0,0
318,25.0,120000.0,RENT,6.0,MEDICAL,B,25000.0,10.74,0.21,N,2.0,0
319,23.0,120000.0,RENT,7.0,EDUCATION,B,25000.0,9.99,0.21,N,2.0,0
320,24.0,91800.0,RENT,5.0,MEDICAL,D,25000.0,15.33,0.23,Y,2.0,1
321,21.0,15600.0,OWN,5.0,VENTURE,A,1000.0,7.29,0.06000000000000001,N,4.0,0
322,26.0,108000.0,RENT,2.0,PERSONAL,D,25000.0,15.05,0.23,N,3.0,1
323,26.0,129996.0,RENT,6.0,PERSONAL,B,25000.0,10.75,0.19,N,3.0,0
324,23.0,130000.0,RENT,4.0,EDUCATION,D,25000.0,16.02,0.19,Y,2.0,0
325,23.0,130000.0,RENT,7.0,VENTURE,B,25000.0,11.49,0.19,N,4.0,0
326,25.0,170000.0,OWN,4.0,EDUCATION,B,20000.0,12.53,0.12,N,4.0,0
327,26.0,170000.0,MORTGAGE,0.0,VENTURE,C,12000.0,13.57,0.07,Y,2.0,0
328,22.0,169000.0,RENT,1.0,PERSONAL,B,14000.0,11.14,0.08,N,3.0,0
329,26.0,168750.0,RENT,10.0,MEDICAL,C,24250.0,12.87,0.14,Y,3.0,0
330,23.0,168600.0,RENT,3.0,EDUCATION,B,20000.0,11.58,0.12,N,3.0,0
331,24.0,168288.0,RENT,5.0,HOMEIMPROVEMENT,B,1800.000000000001,11.12,0.010000000000000009,N,3.0,0
332,25.0,168000.0,MORTGAGE,2.0,PERSONAL,B,35000.0,10.65,0.21,N,2.0,0
333,24.0,133300.0,RENT,6.0,DEBTCONSOLIDATION,B,25000.0,10.37,0.19,N,2.0,0
334,24.0,15600.0,OWN,5.0,HOMEIMPROVEMENT,A,3300.0,6.39,0.21,N,4.0,1
335,24.0,134000.0,RENT,8.0,PERSONAL,D,25000.0,16.07,0.19,Y,3.0,0
336,25.0,134000.0,RENT,7.0,MEDICAL,B,25000.0,10.62,0.19,N,2.0,0
337,25.0,15600.0,OWN,0.0,VENTURE,F,3200.0,18.09,0.21,N,2.0,1
338,25.0,135000.0,RENT,5.0,EDUCATION,B,25000.0,11.36,0.19,N,4.0,0
339,26.0,135660.0,RENT,10.0,DEBTCONSOLIDATION,B,25000.0,12.53,0.18,N,4.0,0
340,25.0,145000.0,RENT,0.0,EDUCATION,B,25000.0,9.99,0.17,N,4.0,0
341,23.0,150000.0,RENT,4.0,EDUCATION,B,25000.0,10.36,0.17,N,3.0,0
342,23.0,165000.0,MORTGAGE,3.0,EDUCATION,A,9600.0,5.99,0.06000000000000001,N,3.0,0
343,22.0,153000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000.0,15.62,0.16,Y,2.0,1
344,24.0,165000.0,MORTGAGE,5.0,PERSONAL,B,20000.0,10.37,0.12,N,4.0,0
345,25.0,165000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000.0,19.74,0.15,N,4.0,0
346,21.0,165000.0,MORTGAGE,5.0,EDUCATION,A,20000.0,6.91,0.12,N,4.0,0
347,23.0,16000.0,OWN,7.0,MEDICAL,A,6000.0,7.9,0.38,N,2.0,1
348,23.0,16000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275.000000000001,13.06,0.14,Y,4.0,0
349,23.0,16000.0,OWN,7.0,PERSONAL,A,2000.0,6.39,0.13,N,3.0,0
350,23.0,148000.0,RENT,1.0,DEBTCONSOLIDATION,E,25000.0,14.93,0.17,N,3.0,1
351,23.0,16000.0,MORTGAGE,1.0,MEDICAL,C,5600.0,12.84,0.35,N,4.0,1
352,24.0,16020.0,OWN,3.0,VENTURE,E,3625.0,17.14,0.23,Y,2.0,1
353,22.0,16094.0,MORTGAGE,2.0,VENTURE,A,5500.0,7.139999999999999,0.34,N,3.0,1
354,25.0,175000.0,RENT,2.0,PERSONAL,A,25000.0,8.9,0.14,N,2.0,0
355,22.0,16200.0,OWN,6.0,PERSONAL,B,2000.0,12.42,0.12,N,3.0,0
356,24.0,185000.0,RENT,7.0,HOMEIMPROVEMENT,C,25000.0,12.68,0.14,Y,2.0,0
357,25.0,162000.0,RENT,9.0,PERSONAL,C,25000.0,11.03,0.15,N,2.0,0
358,26.0,161000.0,RENT,10.0,VENTURE,A,30000.0,7.9,0.19,N,4.0,0
359,22.0,160000.0,MORTGAGE,0.0,MEDICAL,B,35000.0,10.65,0.22,N,4.0,0
360,25.0,225000.0,RENT,5.0,VENTURE,B,25000.0,11.86,0.11,N,4.0,0
361,25.0,16400.0,OWN,1.0,PERSONAL,A,5000.0,8.94,0.3,N,4.0,1
362,23.0,16500.0,OWN,6.0,VENTURE,B,4375.0,9.63,0.27,N,4.0,1
363,25.0,49500.0,RENT,6.0,PERSONAL,C,24750.0,14.22,0.5,N,3.0,1
364,23.0,60000.0,RENT,4.0,DEBTCONSOLIDATION,B,24750.0,9.33,0.41000000000000003,N,3.0,1
365,24.0,84200.0,RENT,8.0,MEDICAL,C,24500.0,13.85,0.29,N,4.0,0
366,22.0,16800.0,MORTGAGE,5.0,EDUCATION,B,2000.0,10.65,0.12,N,2.0,0
367,24.0,92000.0,RENT,8.0,MEDICAL,B,24500.0,11.46,0.27,N,4.0,0
368,23.0,160000.0,MORTGAGE,5.0,PERSONAL,A,35000.0,7.66,0.22,N,2.0,0
369,24.0,160000.0,MORTGAGE,9.0,VENTURE,E,12000.0,16.77,0.07,N,4.0,0
370,25.0,160000.0,MORTGAGE,1.0,PERSONAL,B,12000.0,9.63,0.07,N,4.0,0
371,26.0,160000.0,RENT,6.0,PERSONAL,C,25000.0,12.23,0.16,Y,4.0,0
372,25.0,125800.0,MORTGAGE,0.0,MEDICAL,D,10000.0,14.09,0.07,N,4.0,1
373,25.0,54000.0,RENT,2.0,PERSONAL,C,24250.0,13.98,0.44999999999999996,N,4.0,1
374,23.0,62500.0,RENT,1.0,EDUCATION,B,24250.0,10.62,0.39,N,4.0,1
375,24.0,16800.0,MORTGAGE,4.333333333333334,DEBTCONSOLIDATION,A,3900.0,7.793333333333333,0.23,N,3.0,1
376,25.0,68400.0,RENT,9.0,PERSONAL,E,24250.0,17.56,0.35,N,4.0,1
377,26.0,56045.0,RENT,1.0,MEDICAL,D,24250.0,14.96,0.37,N,2.0,1
378,22.0,74000.0,RENT,7.0,DEBTCONSOLIDATION,D,24250.0,15.65,0.33,Y,2.0,1
379,24.0,65453.0,RENT,9.0,MEDICAL,D,24250.0,15.7,0.31,N,2.0,1
380,24.0,89908.0,RENT,1.0,VENTURE,B,24250.0,12.53,0.27,N,3.0,0
381,26.0,78000.0,RENT,0.0,HOMEIMPROVEMENT,E,24250.0,17.56,0.31,Y,3.0,1
382,23.0,100000.0,RENT,0.0,PERSONAL,C,24250.0,12.87,0.24,Y,2.0,0
383,23.0,103000.0,RENT,6.0,PERSONAL,D,24250.0,15.7,0.24,N,2.0,0
384,25.0,160000.0,MORTGAGE,2.0,EDUCATION,A,9000.0,7.286666666666667,0.06000000000000001,N,3.0,0
385,25.0,160000.0,OWN,5.0,VENTURE,B,15000.0,11.14,0.09,N,4.0,0
386,24.0,160000.0,MORTGAGE,3.0,VENTURE,D,20000.0,16.0,0.13,N,3.0,0
387,23.0,160000.0,MORTGAGE,2.0,EDUCATION,D,25000.0,15.65,0.16,Y,2.0,0
388,26.0,160000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750.0,13.953333333333333,0.09,N,4.0,0
389,21.0,160000.0,MORTGAGE,3.0,VENTURE,D,15250.0,15.31,0.1,Y,4.0,0
390,25.0,160000.0,MORTGAGE,3.0,VENTURE,C,20000.0,13.47,0.13,Y,2.0,0
391,22.0,16800.0,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750.0,13.85,0.28,Y,2.0,1
392,25.0,111996.0,RENT,9.0,PERSONAL,D,24250.0,15.286666666666665,0.22,N,3.0,0
393,21.0,16800.0,MORTGAGE,0.0,VENTURE,B,6000.0,10.39,0.36,N,4.0,1
394,25.0,115200.0,RENT,0.0,HOMEIMPROVEMENT,B,24250.0,11.36,0.21,N,2.0,0
395,23.0,144000.0,RENT,0.0,EDUCATION,B,24250.0,11.83,0.17,N,3.0,0
396,23.0,287000.00000000006,RENT,3.0,EDUCATION,B,24250.0,12.53,0.08,N,3.0,0
397,22.0,108000.0,RENT,1.0,HOMEIMPROVEMENT,D,24150.0,14.96,0.22,Y,3.0,1
398,22.0,43000.0,RENT,7.0,DEBTCONSOLIDATION,C,24000.0,13.85,0.56,Y,3.0,1
399,23.0,47004.0,RENT,1.0,VENTURE,B,24000.0,11.58,0.51,N,4.0,1
400,24.0,48000.0,RENT,4.0,VENTURE,D,24000.0,16.29,0.5,Y,2.0,1
401,26.0,48000.0,RENT,4.0,MEDICAL,A,24000.0,6.79,0.5,N,3.0,1
402,21.0,44964.0,RENT,2.0,EDUCATION,D,24000.0,16.29,0.53,Y,2.0,1
403,25.0,52000.0,RENT,1.9999999999999996,PERSONAL,B,24000.0,10.74,0.45999999999999996,N,2.0,1
404,22.0,17352.0,MORTGAGE,5.666666666666667,EDUCATION,C,2250.0,15.27,0.13,Y,3.0,0
405,24.0,47000.0,RENT,3.0,PERSONAL,F,24000.0,17.8,0.51,N,2.0,1
406,22.0,17400.0,MORTGAGE,6.0,VENTURE,B,1000.0,11.36,0.06000000000000001,N,2.0,0
407,22.0,49000.0,RENT,2.0,MEDICAL,E,24000.0,17.56,0.49,N,4.0,1
408,26.0,60000.0,RENT,0.0,PERSONAL,A,24000.0,7.9,0.4,N,4.0,1
409,25.0,60000.0,RENT,3.0,PERSONAL,B,24000.0,10.99,0.4,N,4.0,1
410,22.0,60000.0,RENT,0.0,PERSONAL,A,24000.0,7.29,0.4,N,3.0,1
411,21.0,60000.0,RENT,5.0,MEDICAL,B,24000.0,10.75,0.4,N,2.0,1
412,26.0,62004.0,RENT,9.0,DEBTCONSOLIDATION,A,24000.0,7.9,0.39,N,3.0,1
413,22.0,62400.0,RENT,3.0,EDUCATION,D,24000.0,14.84,0.38,N,2.0,1
414,26.0,65000.0,RENT,10.0,DEBTCONSOLIDATION,A,24000.0,8.583333333333334,0.37,N,2.0,1
415,22.0,17760.0,MORTGAGE,6.0,EDUCATION,C,4975.0,13.646666666666667,0.28,Y,3.0,1
416,23.0,59000.0,RENT,5.0,DEBTCONSOLIDATION,E,24000.0,19.69,0.41000000000000003,Y,2.0,1
417,23.0,66000.0,RENT,6.0,VENTURE,A,24000.0,7.763333333333334,0.36,N,4.0,1
418,24.0,60000.0,RENT,0.0,VENTURE,D,24000.0,14.96,0.4,N,4.0,1
419,25.0,66143.0,RENT,9.0,EDUCATION,A,24000.0,6.99,0.36,N,3.0,1
420,22.0,62250.0,RENT,3.0,PERSONAL,E,24000.0,16.45,0.39,Y,4.0,1
421,24.0,70000.0,RENT,8.0,EDUCATION,B,24000.0,10.99,0.34,N,4.0,1
422,23.0,74000.0,RENT,7.0,DEBTCONSOLIDATION,B,24000.0,10.99,0.32,N,2.0,1
423,22.0,18000.0,OWN,3.0,PERSONAL,A,3000.000000000001,7.9,0.17,N,4.0,1
424,22.0,75000.0,RENT,6.0,EDUCATION,B,24000.0,12.69,0.32,N,4.0,1
425,24.0,75000.0,RENT,9.0,MEDICAL,B,24000.0,10.37,0.32,N,3.0,1
426,24.0,75000.0,RENT,7.0,HOMEIMPROVEMENT,C,24000.0,14.2,0.32,N,3.0,1
427,26.0,69000.0,RENT,0.0,DEBTCONSOLIDATION,F,24000.0,15.83,0.35,N,3.0,1
428,23.0,78000.0,RENT,4.0,PERSONAL,C,24000.0,13.92,0.31,N,3.0,1
429,22.0,18000.0,OWN,1.0,VENTURE,B,2000.0,11.49,0.11,N,3.0,0
430,24.0,80000.0,RENT,2.0,MEDICAL,B,24000.0,10.25,0.3,N,2.0,0
431,22.0,18000.0,OWN,1.0,HOMEIMPROVEMENT,A,3500.0,7.49,0.19,N,4.0,1
432,23.0,18000.0,OWN,3.0,EDUCATION,A,4000.0,5.99,0.22,N,2.0,1
433,23.0,74700.0,RENT,6.0,PERSONAL,D,24000.0,12.92,0.32,N,2.0,1
434,26.0,88596.0,RENT,3.0,PERSONAL,B,24000.0,11.58,0.27,N,3.0,0
435,25.0,95000.0,RENT,4.0,EDUCATION,A,24000.0,8.9,0.25,N,2.0,0
436,22.0,83000.0,RENT,6.0,DEBTCONSOLIDATION,E,24000.0,19.69,0.29,N,3.0,1
437,25.0,95000.0,RENT,9.0,VENTURE,A,24000.0,6.54,0.25,N,4.0,0
438,21.0,18000.0,OWN,3.0,HOMEIMPROVEMENT,D,4900.0,14.54,0.27,Y,4.0,1
439,21.0,18000.0,OWN,3.0,EDUCATION,B,5000.0,11.11,0.28,N,2.0,1
440,26.0,100000.0,RENT,5.0,PERSONAL,C,24000.0,12.73,0.24,N,4.0,0
441,24.0,110000.0,RENT,7.0,VENTURE,D,24000.0,15.62,0.22,N,4.0,0
442,24.0,18000.0,OWN,0.0,HOMEIMPROVEMENT,A,6250.0,6.54,0.35,N,4.0,1
443,22.0,98000.0,RENT,7.0,DEBTCONSOLIDATION,F,24000.0,19.446666666666665,0.24,Y,2.0,1
444,26.0,103872.0,RENT,6.0,DEBTCONSOLIDATION,G,24000.0,20.03,0.23,N,4.0,1
445,22.0,120000.0,RENT,4.0,EDUCATION,B,24000.0,9.91,0.2,N,4.0,0
446,24.0,120000.0,RENT,1.0,VENTURE,B,24000.0,12.69,0.2,N,4.0,0
447,26.0,108000.0,RENT,9.0,EDUCATION,G,24000.0,20.16,0.22,N,3.0,1
448,24.0,124080.0,RENT,4.0,PERSONAL,D,24000.0,16.49,0.19,Y,4.0,0
449,23.0,18000.0,MORTGAGE,1.0,MEDICAL,D,2500.0,15.95,0.14,N,2.0,1
450,24.0,130000.0,RENT,7.0,DEBTCONSOLIDATION,B,24000.0,11.49,0.18,N,3.0,0
451,25.0,135000.0,RENT,8.0,PERSONAL,B,24000.0,10.99,0.18,N,2.0,0
452,24.0,135000.0,RENT,4.0,HOMEIMPROVEMENT,C,24000.0,13.79,0.18,N,2.0,0
453,23.0,114750.0,RENT,2.0,MEDICAL,G,24000.0,20.03,0.18,Y,3.0,1
454,23.0,150000.0,RENT,0.0,EDUCATION,A,24000.0,7.49,0.16,N,4.0,0
455,23.0,138000.0,RENT,7.0,DEBTCONSOLIDATION,D,24000.0,16.0,0.17,Y,2.0,1
456,24.0,18000.0,OWN,6.0,PERSONAL,A,13000.0,7.88,0.72,N,3.0,1
457,21.0,18000.0,OWN,0.0,VENTURE,B,6250.0,10.62,0.35,N,4.0,1
458,26.0,155000.0,RENT,7.0,DEBTCONSOLIDATION,B,24000.0,10.99,0.15,N,4.0,0
459,26.0,148000.0,RENT,1.0,EDUCATION,F,24000.0,18.3,0.16,N,2.0,1
460,26.0,170000.0,RENT,3.0,DEBTCONSOLIDATION,C,24000.0,13.73,0.14,Y,2.0,0
461,21.0,18000.0,OWN,1.0,PERSONAL,B,2500.0,11.36,0.14,N,3.0,0
462,24.0,43896.0,RENT,8.0,HOMEIMPROVEMENT,B,23975.0,11.116666666666667,0.55,N,2.0,1
463,23.0,120000.0,RENT,4.0,MEDICAL,C,23750.0,13.47,0.2,N,2.0,0
464,24.0,54996.0,RENT,2.0,PERSONAL,B,23600.0,11.89,0.42999999999999994,N,3.0,1
465,24.0,18000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000.0,12.18,0.56,N,2.0,1
466,25.0,102000.0,RENT,9.0,DEBTCONSOLIDATION,C,23600.0,13.49,0.23,N,4.0,0
467,23.0,75000.0,RENT,3.0,PERSONAL,E,23575.0,14.5,0.31,N,4.0,1
468,22.0,18000.0,OWN,2.0,MEDICAL,C,4000.0,13.726666666666667,0.22,N,2.0,1
469,22.0,18000.0,OWN,1.0,MEDICAL,D,5400.0,15.31,0.3,Y,2.0,1
470,25.0,18000.0,MORTGAGE,1.0,MEDICAL,B,4000.0,11.03,0.22,N,3.0,1
471,21.0,18000.0,OWN,5.0,VENTURE,B,3375.0,12.023333333333333,0.19,N,2.0,1
472,22.0,66960.0,RENT,1.0,VENTURE,A,23400.0,7.49,0.35,N,2.0,1
473,22.0,43385.0,RENT,7.0,PERSONAL,C,23000.0,12.423333333333334,0.53,N,3.0,1
474,25.0,56544.0,RENT,3.0,EDUCATION,B,23000.0,10.753333333333334,0.41000000000000003,N,2.0,1
475,23.0,60000.0,RENT,2.0,VENTURE,B,23000.0,12.18,0.38,N,4.0,1
476,24.0,18000.0,MORTGAGE,3.0,VENTURE,C,1200.0,11.34,0.07,Y,4.0,0
477,25.0,63208.0,RENT,9.0,EDUCATION,B,23000.0,9.91,0.36,N,3.0,1
478,24.0,65000.0,RENT,0.0,HOMEIMPROVEMENT,B,23000.0,11.99,0.35,N,4.0,1
479,23.0,68000.0,RENT,7.0,EDUCATION,B,23000.0,9.62,0.34,N,2.0,1
480,22.0,18000.0,OWN,1.0,DEBTCONSOLIDATION,B,3000.000000000001,9.96,0.17,N,3.0,1
481,25.0,80000.0,RENT,9.0,VENTURE,C,23000.0,12.4,0.29,N,2.0,0
482,24.0,88000.0,RENT,1.0,VENTURE,D,23000.0,14.54,0.26,N,2.0,1
483,22.0,58600.0,RENT,5.0,MEDICAL,B,22750.0,11.36,0.39,N,4.0,1
484,23.0,70000.0,RENT,7.0,DEBTCONSOLIDATION,C,22500.0,14.27,0.32,N,2.0,1
485,24.0,18287.0,OWN,3.0,HOMEIMPROVEMENT,B,3000.000000000001,11.99,0.16,N,3.0,1
486,26.0,69846.0,RENT,2.0,EDUCATION,F,22500.0,18.99,0.32,Y,2.0,1
487,24.0,73000.0,RENT,0.0,VENTURE,E,22400.0,16.7,0.31,Y,4.0,1
488,24.0,18500.0,MORTGAGE,8.0,PERSONAL,A,5000.0,9.32,0.27,N,3.0,1
489,23.0,35000.0,RENT,2.0,DEBTCONSOLIDATION,B,22250.0,12.69,0.64,N,3.0,1
490,25.0,43000.0,RENT,9.0,HOMEIMPROVEMENT,C,22000.0,13.11,0.51,N,2.0,1
491,25.0,52000.0,RENT,4.0,PERSONAL,B,22000.0,10.74,0.42000000000000004,N,2.0,1
492,21.0,18701.0,MORTGAGE,0.0,PERSONAL,D,4200.0,14.11,0.22,Y,4.0,1
493,22.0,57000.0,RENT,6.0,EDUCATION,B,22000.0,9.63,0.39,N,3.0,1
494,25.0,58000.0,RENT,0.0,MEDICAL,C,22000.0,14.65,0.38,N,2.0,1
495,23.0,60000.0,RENT,6.0,DEBTCONSOLIDATION,B,22000.0,10.25,0.37,N,4.0,1
496,24.0,60000.0,RENT,3.0,VENTURE,C,22000.0,14.26,0.37,Y,2.0,1
497,25.0,18840.0,MORTGAGE,5.0,EDUCATION,B,3000.000000000001,9.91,0.16,N,2.0,1
498,26.0,56000.0,RENT,7.0,MEDICAL,E,22000.0,17.19,0.39,N,3.0,1
499,22.0,70000.0,RENT,3.0,EDUCATION,B,22000.0,11.36,0.31,N,4.0,1
500,22.0,66000.0,RENT,1.0,EDUCATION,F,22000.0,18.496666666666666,0.33,N,2.0,1
501,23.0,74064.0,RENT,3.0,DEBTCONSOLIDATION,B,22000.0,10.59,0.3,N,3.0,0
502,24.0,76597.0,RENT,5.0,EDUCATION,B,22000.0,9.25,0.29,N,2.0,0
503,22.0,19000.0,OWN,6.0,MEDICAL,A,3625.0,8.49,0.19,N,3.0,1
504,26.0,77000.0,RENT,0.0,VENTURE,A,22000.0,6.54,0.29,N,3.0,0
505,21.0,19000.0,OWN,5.0,MEDICAL,A,6000.0,8.49,0.32,N,3.0,1
506,24.0,80000.0,RENT,0.0,MEDICAL,A,22000.0,7.303333333333333,0.28,N,4.0,0
507,26.0,82600.0,RENT,10.0,VENTURE,B,22000.0,12.69,0.27,N,2.0,0
508,24.0,19000.0,OWN,3.0,MEDICAL,C,7400.0,13.85,0.39,N,2.0,1
509,25.0,19000.0,OWN,3.0,DEBTCONSOLIDATION,A,4000.0,7.4,0.21,N,3.0,1
510,23.0,84000.0,RENT,3.0,DEBTCONSOLIDATION,B,22000.0,11.71,0.26,N,4.0,0
511,25.0,77650.0,RENT,8.0,PERSONAL,B,22000.0,11.48,0.28,N,3.0,1
512,25.0,82000.0,RENT,1.0,EDUCATION,E,22000.0,17.51,0.27,N,2.0,1
513,21.0,19012.0,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500.0,14.61,0.18,N,3.0,1
514,23.0,99996.0,RENT,3.0,DEBTCONSOLIDATION,A,22000.0,7.88,0.22,N,4.0,0
515,23.0,110000.0,RENT,0.0,PERSONAL,B,22000.0,10.68,0.2,N,3.0,0
516,22.0,19200.0,MORTGAGE,6.0,PERSONAL,B,4950.0,11.71,0.26,N,2.0,1
517,25.0,57000.0,RENT,4.0,PERSONAL,B,21700.0,11.99,0.38,N,2.0,1
518,24.0,54000.0,RENT,5.0,VENTURE,C,21600.0,13.49,0.4,N,2.0,1
519,23.0,56000.0,RENT,8.0,MEDICAL,G,21600.0,21.21,0.39,Y,4.0,1
520,26.0,63000.0,RENT,2.0,DEBTCONSOLIDATION,C,21600.0,14.35,0.34,Y,3.0,1
